Timestamp,Value,Type
18:27:24.475,"0,253\r\n",received
18:27:24.475,"0,47\r\n",received
18:27:24.475,"0,79\r\n",received
18:27:24.475,"0,434\r\n",received
18:27:24.475,"0,100\r\n",received
18:27:24.475,"0,178\r\n",received
18:27:24.475,"0,258\r\n",received
18:27:24.475,"0,2\r\n",received
18:27:24.475,"0,218\r\n",received
18:27:24.475,"0,355\r\n",received
18:27:24.475,"0,329\r\n",received
18:27:24.475,"0,269\r\n",received
18:27:24.475,"0,399\r\n",received
18:27:24.475,"0,179\r\n",received
18:27:24.475,"0,97\r\n",received
18:27:24.475,"0,493\r\n",received
18:27:24.475,"0,476\r\n",received
18:27:24.475,"0,84\r\n",received
18:27:24.475,"0,258\r\n",received
18:27:24.475,"0,424\r\n",received
18:27:24.475,"0,12\r\n",received
18:27:24.475,"0,145\r\n",received
18:27:24.475,"0,72\r\n",received
18:27:24.475,"0,397\r\n",received
18:27:24.475,"0,183\r\n",received
18:27:24.475,"0,179\r\n",received
18:27:24.475,"0,319\r\n",received
18:27:24.505,"0,447\r\n",received
18:27:24.505,"0,465\r\n",received
18:27:24.505,"0,468\r\n",received
18:27:24.505,"0,17\r\n",received
18:27:24.505,"0,252\r\n",received
18:27:24.505,"0,145\r\n",received
18:27:24.505,"0,29\r\n",received
18:27:24.505,"0,312\r\n",received
18:27:24.505,"0,135\r\n",received
18:27:24.505,"0,265\r\n",received
18:27:24.505,"0,32\r\n",received
18:27:24.505,"0,357\r\n",received
18:27:24.505,"0,157\r\n",received
18:27:24.505,"0,228\r\n",received
18:27:24.505,"0,482\r\n",received
18:27:24.505,"0,462\r\n",received
18:27:24.505,"0,486\r\n",received
18:27:24.505,"0,371\r\n",received
18:27:24.505,"0,189\r\n",received
18:27:24.505,"0,1\r\n",received
18:27:24.505,"0,497\r\n",received
18:27:24.505,"0,408\r\n",received
18:27:24.505,"0,423\r\n",received
18:27:24.505,"0,249\r\n",received
18:27:24.505,"0,127\r\n",received
18:27:24.505,"0,353\r\n",received
18:27:24.505,"0,368\r\n",received
18:27:24.505,"0,70\r\n",received
18:27:24.505,"0,381\r\n",received
18:27:24.505,"0,331\r\n",received
18:27:24.505,"0,426\r\n",received
18:27:24.505,"0,47\r\n",received
18:27:24.505,"0,117\r\n",received
18:27:24.505,"0,214\r\n",received
18:27:24.505,"0,37\r\n",received
18:27:24.505,"0,0\r\n",received
18:27:24.505,"0,155\r\n",received
18:27:24.505,"0,386\r\n",received
18:27:24.505,"0,53\r\n",received
18:27:24.505,"0,203\r\n",received
18:27:24.505,"0,317\r\n",received
18:27:24.505,"0,471\r\n",received
18:27:24.505,"0,436\r\n",received
18:27:24.505,"0,423\r\n",received
18:27:24.505,"0,168\r\n",received
18:27:24.505,"0,102\r\n",received
18:27:24.505,"0,47\r\n",received
18:27:24.505,"0,308\r\n",received
18:27:24.505,"0,208\r\n",received
18:27:24.505,"0,294\r\n",received
18:27:24.505,"0,252\r\n",received
18:27:24.505,"0,192\r\n",received
18:27:24.505,"0,286\r\n",received
18:27:24.505,"0,482\r\n",received
18:27:24.505,"0,372\r\n",received
18:27:24.505,"0,61\r\n",received
18:27:24.505,"0,315\r\n",received
18:27:24.505,"0,48\r\n",received
18:27:24.505,"0,259\r\n",received
18:27:24.505,"0,186\r\n",received
18:27:24.505,"0,79\r\n",received
18:27:24.505,"0,287\r\n",received
18:27:24.505,"0,404\r\n",received
18:27:24.505,"0,90\r\n",received
18:27:24.505,"0,436\r\n",received
18:27:24.505,"0,13\r\n",received
18:27:24.505,"0,34\r\n",received
18:27:24.505,"0,422\r\n",received
18:27:24.505,"0,381\r\n",received
18:27:24.505,"0,231\r\n",received
18:27:24.505,"0,377\r\n",received
18:27:24.505,"0,450\r\n",received
18:27:24.505,"0,226\r\n",received
18:27:24.505,"0,173\r\n",received
18:27:24.505,"0,211\r\n",received
18:27:24.505,"0,411\r\n",received
18:27:24.505,"0,189\r\n",received
18:27:24.505,"0,144\r\n",received
18:27:24.505,"0,365\r\n",received
18:27:24.505,"0,41\r\n",received
18:27:24.505,"0,212\r\n",received
18:27:24.505,"0,1\r\n",received
18:27:24.505,"0,290\r\n",received
18:27:24.505,"0,414\r\n",received
18:27:24.505,"0,182\r\n",received
18:27:24.505,"0,315\r\n",received
18:27:24.505,"0,267\r\n",received
18:27:24.505,"0,322\r\n",received
18:27:24.505,"0,268\r\n",received
18:27:24.505,"0,345\r\n",received
18:27:24.505,"0,116\r\n",received
18:27:24.505,"0,289\r\n",received
18:27:24.505,"0,66\r\n",received
18:27:24.505,"0,372\r\n",received
18:27:24.505,"0,322\r\n",received
18:27:24.505,"0,146\r\n",received
18:27:24.505,"0,370\r\n",received
18:27:24.505,"0,77\r\n",received
18:27:24.505,"0,488\r\n",received
18:27:24.505,"0,145\r\n",received
18:27:24.505,"0,125\r\n",received
18:27:24.505,"0,0\r\n",received
18:27:24.505,"0,41\r\n",received
18:27:24.505,"0,462\r\n",received
18:27:24.505,"0,191\r\n",received
18:27:24.505,"0,88\r\n",received
18:27:24.505,"0,205\r\n",received
18:27:24.505,"0,336\r\n",received
18:27:24.505,"0,372\r\n",received
18:27:24.505,"0,143\r\n",received
18:27:24.505,"0,389\r\n",received
18:27:24.505,"0,8\r\n",received
18:27:24.505,"0,79\r\n",received
18:27:24.505,"0,211\r\n",received
18:27:24.505,"0,239\r\n",received
18:27:24.505,"0,229\r\n",received
18:27:24.505,"0,344\r\n",received
18:27:24.505,"0,237\r\n",received
18:27:24.505,"0,243\r\n",received
18:27:24.505,"0,246\r\n",received
18:27:24.512,"0,184\r\n",received
18:27:24.512,"0,197\r\n",received
18:27:24.512,"0,45\r\n",received
18:27:24.512,"0,34\r\n",received
18:27:24.512,"0,153\r\n",received
18:27:24.512,"0,236\r\n",received
18:27:24.512,"0,327\r\n",received
18:27:24.512,"0,287\r\n",received
18:27:24.512,"0,164\r\n",received
18:27:24.512,"0,27\r\n",received
18:27:24.512,"0,5\r\n",received
18:27:24.512,"0,161\r\n",received
18:27:24.512,"0,28\r\n",received
18:27:24.512,"0,400\r\n",received
18:27:24.512,"0,136\r\n",received
18:27:24.512,"0,299\r\n",received
18:27:24.512,"0,261\r\n",received
18:27:24.512,"0,273\r\n",received
18:27:24.512,"0,218\r\n",received
18:27:24.512,"0,75\r\n",received
18:27:24.512,"0,37\r\n",received
18:27:24.512,"0,48\r\n",received
18:27:24.512,"0,465\r\n",received
18:27:24.512,"0,450\r\n",received
18:27:24.512,"0,362\r\n",received
18:27:24.512,"0,224\r\n",received
18:27:24.512,"0,388\r\n",received
18:27:24.512,"0,309\r\n",received
18:27:24.512,"0,463\r\n",received
18:27:24.512,"0,415\r\n",received
18:27:24.512,"0,432\r\n",received
18:27:24.512,"0,470\r\n",received
18:27:24.512,"0,35\r\n",received
18:27:24.512,"0,361\r\n",received
18:27:24.512,"0,365\r\n",received
18:27:24.512,"0,299\r\n",received
18:27:24.512,"0,158\r\n",received
18:27:24.512,"0,498\r\n",received
18:27:24.512,"0,199\r\n",received
18:27:24.512,"0,91\r\n",received
18:27:24.512,"0,7\r\n",received
18:27:24.512,"0,176\r\n",received
18:27:24.512,"0,87\r\n",received
18:27:24.512,"0,170\r\n",received
18:27:24.512,"0,110\r\n",received
18:27:24.512,"0,433\r\n",received
18:27:24.512,"0,124\r\n",received
18:27:24.512,"0,471\r\n",received
18:27:24.512,"0,259\r\n",received
18:27:24.512,"0,306\r\n",received
18:27:24.512,"0,168\r\n",received
18:27:24.512,"0,452\r\n",received
18:27:24.512,"0,220\r\n",received
18:27:24.512,"0,73\r\n",received
18:27:24.512,"0,438\r\n",received
18:27:24.512,"0,282\r\n",received
18:27:24.512,"0,81\r\n",received
18:27:24.512,"0,441\r\n",received
18:27:24.512,"0,48\r\n",received
18:27:24.512,"0,211\r\n",received
18:27:24.512,"0,135\r\n",received
18:27:24.512,"0,430\r\n",received
18:27:24.512,"0,188\r\n",received
18:27:24.512,"0,16\r\n",received
18:27:24.512,"0,299\r\n",received
18:27:24.512,"0,313\r\n",received
18:27:24.512,"0,251\r\n",received
18:27:24.512,"0,290\r\n",received
18:27:24.512,"0,202\r\n",received
18:27:24.512,"0,298\r\n",received
18:27:24.512,"0,405\r\n",received
18:27:24.512,"0,207\r\n",received
18:27:24.512,"0,183\r\n",received
18:27:24.512,"0,344\r\n",received
18:27:24.512,"0,210\r\n",received
18:27:24.512,"0,65\r\n",received
18:27:24.512,"0,37\r\n",received
18:27:24.512,"0,440\r\n",received
18:27:24.512,"0,492\r\n",received
18:27:24.512,"0,258\r\n",received
18:27:24.512,"0,28\r\n",received
18:27:24.512,"0,12\r\n",received
18:27:24.512,"0,362\r\n",received
18:27:24.512,"0,201\r\n",received
18:27:24.512,"0,441\r\n",received
18:27:24.512,"0,356\r\n",received
18:27:24.512,"0,151\r\n",received
18:27:24.512,"0,293\r\n",received
18:27:24.512,"0,94\r\n",received
18:27:24.512,"0,64\r\n",received
18:27:24.512,"0,213\r\n",received
18:27:24.512,"0,13\r\n",received
18:27:24.512,"0,67\r\n",received
18:27:24.512,"0,241\r\n",received
18:27:24.512,"0,496\r\n",received
18:27:24.512,"0,181\r\n",received
18:27:24.512,"0,442\r\n",received
18:27:24.512,"0,264\r\n",received
18:27:24.512,"0,288\r\n",received
18:27:24.512,"0,61\r\n",received
18:27:24.512,"0,464\r\n",received
18:27:24.512,"0,250\r\n",received
18:27:24.512,"0,340\r\n",received
18:27:24.512,"0,459\r\n",received
18:27:24.512,"0,195\r\n",received
18:27:24.512,"0,184\r\n",received
18:27:24.512,"0,365\r\n",received
18:27:24.512,"0,137\r\n",received
18:27:24.512,"0,183\r\n",received
18:27:24.512,"0,405\r\n",received
18:27:24.512,"0,90\r\n",received
18:27:24.512,"0,358\r\n",received
18:27:24.512,"0,274\r\n",received
18:27:24.512,"0,176\r\n",received
18:27:24.512,"0,346\r\n",received
18:27:24.512,"0,407\r\n",received
18:27:24.524,"0,478\r\n",received
18:27:24.524,"0,390\r\n",received
18:27:24.524,"0,248\r\n",received
18:27:24.524,"0,395\r\n",received
18:27:24.524,"0,44\r\n",received
18:27:24.524,"0,359\r\n",received
18:27:24.524,"0,90\r\n",received
18:27:24.524,"0,398\r\n",received
18:27:24.524,"0,11\r\n",received
18:27:24.524,"0,214\r\n",received
18:27:24.524,"0,102\r\n",received
18:27:24.524,"0,113\r\n",received
18:27:24.524,"0,383\r\n",received
18:27:24.524,"0,455\r\n",received
18:27:24.524,"0,7\r\n",received
18:27:24.524,"0,491\r\n",received
18:27:24.524,"0,377\r\n",received
18:27:24.524,"0,116\r\n",received
18:27:24.524,"0,7\r\n",received
18:27:24.524,"0,469\r\n",received
18:27:24.524,"0,361\r\n",received
18:27:24.524,"0,460\r\n",received
18:27:24.524,"0,406\r\n",received
18:27:24.524,"0,372\r\n",received
18:27:24.524,"0,76\r\n",received
18:27:24.524,"0,438\r\n",received
18:27:24.524,"0,258\r\n",received
18:27:24.524,"0,368\r\n",received
18:27:24.524,"0,244\r\n",received
18:27:24.524,"0,480\r\n",received
18:27:24.524,"0,231\r\n",received
18:27:24.524,"0,314\r\n",received
18:27:24.524,"0,58\r\n",received
18:27:24.524,"0,398\r\n",received
18:27:24.524,"0,336\r\n",received
18:27:24.524,"0,277\r\n",received
18:27:24.524,"0,468\r\n",received
18:27:24.524,"0,440\r\n",received
18:27:24.524,"0,40\r\n",received
18:27:24.524,"0,358\r\n",received
18:27:24.524,"0,475\r\n",received
18:27:24.524,"0,257\r\n",received
18:27:24.524,"0,477\r\n",received
18:27:24.524,"0,19\r\n",received
18:27:24.524,"0,247\r\n",received
18:27:24.524,"0,226\r\n",received
18:27:24.524,"0,37\r\n",received
18:27:24.524,"0,165\r\n",received
18:27:24.524,"0,202\r\n",received
18:27:24.524,"0,180\r\n",received
18:27:24.524,"0,2\r\n",received
18:27:24.524,"0,110\r\n",received
18:27:24.524,"0,168\r\n",received
18:27:24.524,"0,469\r\n",received
18:27:24.524,"0,489\r\n",received
18:27:24.524,"0,289\r\n",received
18:27:24.524,"0,38\r\n",received
18:27:24.524,"0,61\r\n",received
18:27:24.524,"0,303\r\n",received
18:27:24.524,"0,167\r\n",received
18:27:24.524,"0,93\r\n",received
18:27:24.524,"0,372\r\n",received
18:27:24.524,"0,95\r\n",received
18:27:24.524,"0,430\r\n",received
18:27:24.524,"0,359\r\n",received
18:27:24.524,"0,28\r\n",received
18:27:24.524,"0,245\r\n",received
18:27:24.524,"0,379\r\n",received
18:27:24.524,"0,417\r\n",received
18:27:24.524,"0,97\r\n",received
18:27:24.524,"0,240\r\n",received
18:27:24.524,"0,186\r\n",received
18:27:24.524,"0,319\r\n",received
18:27:24.524,"0,116\r\n",received
18:27:24.524,"0,136\r\n",received
18:27:24.524,"0,6\r\n",received
18:27:24.524,"0,459\r\n",received
18:27:24.524,"0,312\r\n",received
18:27:24.524,"0,147\r\n",received
18:27:24.524,"0,414\r\n",received
18:27:24.524,"0,195\r\n",received
18:27:24.524,"0,469\r\n",received
18:27:24.524,"0,58\r\n",received
18:27:24.524,"0,173\r\n",received
18:27:24.524,"0,218\r\n",received
18:27:24.524,"0,373\r\n",received
18:27:24.524,"0,340\r\n",received
18:27:24.524,"0,479\r\n",received
18:27:24.524,"0,175\r\n",received
18:27:24.524,"0,88\r\n",received
18:27:24.524,"0,264\r\n",received
18:27:24.524,"0,270\r\n",received
18:27:24.524,"0,318\r\n",received
18:27:24.524,"0,398\r\n",received
18:27:24.524,"0,278\r\n",received
18:27:24.524,"0,255\r\n",received
18:27:24.524,"0,371\r\n",received
18:27:24.524,"0,57\r\n",received
18:27:24.524,"0,200\r\n",received
18:27:24.524,"0,222\r\n",received
18:27:24.524,"0,64\r\n",received
18:27:24.524,"0,314\r\n",received
18:27:24.524,"0,316\r\n",received
18:27:24.524,"0,157\r\n",received
18:27:24.524,"0,334\r\n",received
18:27:24.524,"0,49\r\n",received
18:27:24.524,"0,275\r\n",received
18:27:24.524,"0,453\r\n",received
18:27:24.524,"0,360\r\n",received
18:27:24.524,"0,119\r\n",received
18:27:24.524,"0,287\r\n",received
18:27:24.524,"0,204\r\n",received
18:27:24.524,"0,484\r\n",received
18:27:24.524,"0,73\r\n",received
18:27:24.524,"0,186\r\n",received
18:27:24.539,"0,87\r\n",received
18:27:24.539,"0,348\r\n",received
18:27:24.539,"0,10\r\n",received
18:27:24.539,"0,495\r\n",received
18:27:24.539,"0,242\r\n",received
18:27:24.539,"0,426\r\n",received
18:27:24.539,"0,175\r\n",received
18:27:24.539,"0,270\r\n",received
18:27:24.539,"0,37\r\n",received
18:27:24.539,"0,287\r\n",received
18:27:24.539,"0,82\r\n",received
18:27:24.539,"0,285\r\n",received
18:27:24.539,"0,233\r\n",received
18:27:24.539,"0,191\r\n",received
18:27:24.539,"0,118\r\n",received
18:27:24.539,"0,232\r\n",received
18:27:24.539,"0,2\r\n",received
18:27:24.539,"0,433\r\n",received
18:27:24.539,"0,122\r\n",received
18:27:24.539,"0,79\r\n",received
18:27:24.539,"0,375\r\n",received
18:27:24.539,"0,309\r\n",received
18:27:24.539,"0,27\r\n",received
18:27:24.539,"0,383\r\n",received
18:27:24.539,"0,306\r\n",received
18:27:24.539,"0,248\r\n",received
18:27:24.539,"0,291\r\n",received
18:27:24.539,"0,444\r\n",received
18:27:24.539,"0,38\r\n",received
18:27:24.539,"0,421\r\n",received
18:27:24.539,"0,414\r\n",received
18:27:24.539,"0,219\r\n",received
18:27:24.539,"0,367\r\n",received
18:27:24.539,"0,399\r\n",received
18:27:24.539,"0,257\r\n",received
18:27:24.539,"0,224\r\n",received
18:27:24.539,"0,303\r\n",received
18:27:24.539,"0,21\r\n",received
18:27:24.539,"0,425\r\n",received
18:27:24.539,"0,151\r\n",received
18:27:24.539,"0,277\r\n",received
18:27:24.539,"0,253\r\n",received
18:27:24.539,"0,333\r\n",received
18:27:24.539,"0,471\r\n",received
18:27:24.539,"0,497\r\n",received
18:27:24.539,"0,307\r\n",received
18:27:24.539,"0,307\r\n",received
18:27:24.539,"0,204\r\n",received
18:27:24.539,"0,361\r\n",received
18:27:24.539,"0,65\r\n",received
18:27:24.539,"0,396\r\n",received
18:27:24.539,"0,188\r\n",received
18:27:24.539,"0,245\r\n",received
18:27:24.539,"0,81\r\n",received
18:27:24.539,"0,236\r\n",received
18:27:24.539,"0,21\r\n",received
18:27:24.539,"0,235\r\n",received
18:27:24.539,"0,89\r\n",received
18:27:24.539,"0,496\r\n",received
18:27:24.539,"0,180\r\n",received
18:27:24.539,"0,329\r\n",received
18:27:24.539,"0,136\r\n",received
18:27:24.539,"0,25\r\n",received
18:27:24.539,"0,392\r\n",received
18:27:24.539,"0,458\r\n",received
18:27:24.539,"0,499\r\n",received
18:27:24.539,"0,417\r\n",received
18:27:24.539,"0,390\r\n",received
18:27:24.539,"0,153\r\n",received
18:27:24.539,"0,367\r\n",received
18:27:24.539,"0,11\r\n",received
18:27:24.539,"0,181\r\n",received
18:27:24.539,"0,463\r\n",received
18:27:24.539,"0,10\r\n",received
18:27:24.539,"0,322\r\n",received
18:27:24.539,"0,133\r\n",received
18:27:24.539,"0,277\r\n",received
18:27:24.539,"0,206\r\n",received
18:27:24.539,"0,265\r\n",received
18:27:24.539,"0,358\r\n",received
18:27:24.539,"0,244\r\n",received
18:27:24.539,"0,373\r\n",received
18:27:24.539,"0,107\r\n",received
18:27:24.539,"0,369\r\n",received
18:27:24.539,"0,169\r\n",received
18:27:24.539,"0,406\r\n",received
18:27:24.539,"0,86\r\n",received
18:27:24.539,"0,407\r\n",received
18:27:24.539,"0,160\r\n",received
18:27:24.539,"0,211\r\n",received
18:27:24.539,"0,490\r\n",received
18:27:24.539,"0,161\r\n",received
18:27:24.539,"0,221\r\n",received
18:27:24.539,"0,384\r\n",received
18:27:24.539,"0,328\r\n",received
18:27:24.539,"0,29\r\n",received
18:27:24.539,"0,310\r\n",received
18:27:24.539,"0,490\r\n",received
18:27:24.539,"0,136\r\n",received
18:27:24.539,"0,317\r\n",received
18:27:24.539,"0,96\r\n",received
18:27:24.539,"0,420\r\n",received
18:27:24.539,"0,319\r\n",received
18:27:24.539,"0,91\r\n",received
18:27:24.539,"0,214\r\n",received
18:27:24.539,"0,412\r\n",received
18:27:24.539,"0,78\r\n",received
18:27:24.539,"0,156\r\n",received
18:27:24.539,"0,441\r\n",received
18:27:24.539,"0,370\r\n",received
18:27:24.539,"0,348\r\n",received
18:27:24.539,"0,343\r\n",received
18:27:24.539,"0,17\r\n",received
18:27:24.539,"0,430\r\n",received
18:27:24.539,"0,208\r\n",received
18:27:24.539,"0,401\r\n",received
18:27:24.539,"0,442\r\n",received
18:27:24.555,"0,65\r\n",received
18:27:24.555,"0,486\r\n",received
18:27:24.555,"0,305\r\n",received
18:27:24.555,"0,274\r\n",received
18:27:24.555,"0,331\r\n",received
18:27:24.555,"0,293\r\n",received
18:27:24.555,"0,203\r\n",received
18:27:24.555,"0,7\r\n",received
18:27:24.555,"0,243\r\n",received
18:27:24.555,"0,351\r\n",received
18:27:24.555,"0,493\r\n",received
18:27:24.555,"0,90\r\n",received
18:27:24.555,"0,233\r\n",received
18:27:24.555,"0,306\r\n",received
18:27:24.555,"0,245\r\n",received
18:27:24.555,"0,83\r\n",received
18:27:24.555,"0,379\r\n",received
18:27:24.555,"0,457\r\n",received
18:27:24.555,"0,110\r\n",received
18:27:24.555,"0,440\r\n",received
18:27:24.555,"0,253\r\n",received
18:27:24.555,"0,243\r\n",received
18:27:24.555,"0,472\r\n",received
18:27:24.555,"0,325\r\n",received
18:27:24.555,"0,50\r\n",received
18:27:24.555,"0,122\r\n",received
18:27:24.555,"0,468\r\n",received
18:27:24.555,"0,218\r\n",received
18:27:24.555,"0,437\r\n",received
18:27:24.555,"0,335\r\n",received
18:27:24.555,"0,277\r\n",received
18:27:24.555,"0,84\r\n",received
18:27:24.555,"0,251\r\n",received
18:27:24.555,"0,58\r\n",received
18:27:24.555,"0,340\r\n",received
18:27:24.555,"0,260\r\n",received
18:27:24.555,"0,476\r\n",received
18:27:24.555,"0,62\r\n",received
18:27:24.555,"0,118\r\n",received
18:27:24.555,"0,109\r\n",received
18:27:24.555,"0,85\r\n",received
18:27:24.555,"0,445\r\n",received
18:27:24.555,"0,338\r\n",received
18:27:24.555,"0,216\r\n",received
18:27:24.555,"0,141\r\n",received
18:27:24.555,"0,27\r\n",received
18:27:24.555,"0,11\r\n",received
18:27:24.555,"0,295\r\n",received
18:27:24.555,"0,79\r\n",received
18:27:24.555,"0,332\r\n",received
18:27:24.555,"0,50\r\n",received
18:27:24.555,"0,125\r\n",received
18:27:24.555,"0,145\r\n",received
18:27:24.555,"0,493\r\n",received
18:27:24.555,"0,314\r\n",received
18:27:24.555,"0,7\r\n",received
18:27:24.555,"0,276\r\n",received
18:27:24.555,"0,497\r\n",received
18:27:24.555,"0,44\r\n",received
18:27:24.555,"0,132\r\n",received
18:27:24.555,"0,451\r\n",received
18:27:24.555,"0,440\r\n",received
18:27:24.555,"0,46\r\n",received
18:27:24.555,"0,329\r\n",received
18:27:24.555,"0,415\r\n",received
18:27:24.555,"0,412\r\n",received
18:27:24.555,"0,51\r\n",received
18:27:24.555,"0,358\r\n",received
18:27:24.555,"0,451\r\n",received
18:27:24.555,"0,362\r\n",received
18:27:24.555,"0,121\r\n",received
18:27:24.555,"0,26\r\n",received
18:27:24.555,"0,96\r\n",received
18:27:24.555,"0,219\r\n",received
18:27:24.555,"0,144\r\n",received
18:27:24.555,"0,488\r\n",received
18:27:24.555,"0,115\r\n",received
18:27:24.555,"0,322\r\n",received
18:27:24.555,"0,209\r\n",received
18:27:24.555,"0,161\r\n",received
18:27:24.555,"0,68\r\n",received
18:27:24.555,"0,467\r\n",received
18:27:24.555,"0,124\r\n",received
18:27:24.555,"0,194\r\n",received
18:27:24.555,"0,474\r\n",received
18:27:24.555,"0,305\r\n",received
18:27:24.555,"0,13\r\n",received
18:27:24.555,"0,59\r\n",received
18:27:24.555,"0,421\r\n",received
18:27:24.555,"0,497\r\n",received
18:27:24.555,"0,473\r\n",received
18:27:24.555,"0,401\r\n",received
18:27:24.555,"0,142\r\n",received
18:27:24.555,"0,197\r\n",received
18:27:24.555,"0,86\r\n",received
18:27:24.555,"0,228\r\n",received
18:27:24.555,"0,431\r\n",received
18:27:24.555,"0,13\r\n",received
18:27:24.555,"0,318\r\n",received
18:27:24.555,"0,116\r\n",received
18:27:24.555,"0,170\r\n",received
18:27:24.555,"0,398\r\n",received
18:27:24.555,"0,346\r\n",received
18:27:24.555,"0,63\r\n",received
18:27:24.555,"0,367\r\n",received
18:27:24.555,"0,104\r\n",received
18:27:24.555,"0,427\r\n",received
18:27:24.555,"0,211\r\n",received
18:27:24.555,"0,256\r\n",received
18:27:24.555,"0,275\r\n",received
18:27:24.555,"0,116\r\n",received
18:27:24.555,"0,490\r\n",received
18:27:24.555,"0,426\r\n",received
18:27:24.555,"0,309\r\n",received
18:27:24.555,"0,387\r\n",received
18:27:24.555,"0,372\r\n",received
18:27:24.555,"0,358\r\n",received
18:27:24.555,"0,256\r\n",received
18:27:24.555,"0,293\r\n",received
18:27:24.555,"0,292\r\n",received
18:27:24.571,"0,185\r\n",received
18:27:24.571,"0,7\r\n",received
18:27:24.571,"0,460\r\n",received
18:27:24.571,"0,440\r\n",received
18:27:24.571,"0,386\r\n",received
18:27:24.571,"0,159\r\n",received
18:27:24.571,"0,475\r\n",received
18:27:24.571,"0,256\r\n",received
18:27:24.571,"0,107\r\n",received
18:27:24.571,"0,337\r\n",received
18:27:24.571,"0,60\r\n",received
18:27:24.571,"0,258\r\n",received
18:27:24.571,"0,182\r\n",received
18:27:24.571,"0,293\r\n",received
18:27:24.571,"0,450\r\n",received
18:27:24.571,"0,362\r\n",received
18:27:24.571,"0,285\r\n",received
18:27:24.571,"0,191\r\n",received
18:27:24.571,"0,203\r\n",received
18:27:24.571,"0,261\r\n",received
18:27:24.571,"0,310\r\n",received
18:27:24.571,"0,461\r\n",received
18:27:24.571,"0,143\r\n",received
18:27:24.571,"0,200\r\n",received
18:27:24.571,"0,278\r\n",received
18:27:24.571,"0,212\r\n",received
18:27:24.571,"0,370\r\n",received
