PWM,Reading
1,278
1,149
1,289
1,77
1,463
1,233
1,457
1,100
1,159
1,197
1,262
1,212
1,248
1,196
1,82
1,478
1,496
1,160
1,302
1,180
1,176
1,492
1,28
1,118
1,235
1,281
1,281
1,350
1,297
1,372
1,453
1,305
1,72
1,256
1,133
1,13
1,147
1,425
1,289
1,2
1,246
1,486
1,436
1,414
1,384
1,293
1,23
1,230
1,132
1,435
1,409
1,22
1,454
1,114
1,351
1,102
1,310
1,321
1,391
1,371
1,105
1,273
1,487
1,250
1,334
1,293
1,108
1,205
1,222
1,35
1,322
1,174
1,405
1,97
1,293
1,370
1,6
1,452
1,141
1,350
1,182
1,88
1,493
1,52
1,208
1,381
1,282
1,366
1,443
1,135
1,304
1,218
1,251
1,248
1,277
1,215
1,399
1,230
1,399
1,286
1,13
1,42
1,491
1,202
1,252
1,431
1,269
1,4
1,70
1,395
1,279
1,214
1,109
1,414
1,326
1,173
1,10
1,46
1,143
1,134
1,431
1,343
1,433
1,487
1,133
1,460
1,474
1,388
1,67
1,276
1,251
1,104
1,106
1,24
1,441
1,158
1,246
1,167
1,160
1,494
1,495
1,430
1,344
1,270
1,365
1,149
1,354
1,200
1,8
1,262
1,357
1,180
1,117
1,81
1,209
1,182
1,358
1,150
1,293
1,190
1,298
1,219
1,484
1,36
1,185
1,81
1,284
1,459
1,361
1,397
1,337
1,161
1,175
1,479
1,356
1,230
1,172
1,295
1,272
1,390
1,337
1,434
1,446
1,344
1,356
1,494
1,270
1,363
1,106
1,53
1,93
1,445
1,97
1,297
1,484
1,373
1,451
1,136
1,462
1,230
1,183
1,390
1,335
1,68
1,260
1,303
1,212
1,83
1,341
1,86
1,183
1,104
1,37
1,392
1,318
1,389
1,87
1,319
1,481
1,197
1,277
1,13
1,86
1,347
1,3
1,389
1,145
1,198
1,55
1,195
1,417
1,26
1,81
1,34
1,107
1,472
1,268
1,64
1,389
1,3
1,158
1,497
1,154
1,103
1,381
1,212
1,89
1,369
1,218
1,187
1,169
1,362
1,257
1,392
1,293
1,442
1,12
1,94
1,7
1,242
1,279
1,51
1,116
1,237
1,282
1,263
1,266
1,392
1,410
1,452
1,180
1,367
1,339
1,184
1,410
1,385
1,448
1,92
1,427
1,91
1,170
1,461
1,20
1,27
1,84
1,35
1,374
1,463
1,33
1,223
1,75
1,181
1,146
1,276
1,448
1,198
1,314
1,203
1,180
1,410
1,419
1,426
1,64
1,435
1,428
1,312
1,8
1,184
1,126
1,142
1,183
1,296
1,23
1,430
1,270
1,199
1,193
1,96
1,496
1,336
1,113
1,1
1,453
1,412
1,69
1,372
1,93
1,6
1,121
1,443
1,310
1,15
1,322
1,235
1,251
1,44
1,351
1,385
1,366
1,438
1,499
1,41
1,373
1,430
1,80
1,435
1,376
1,470
1,294
1,151
1,265
1,451
1,173
1,403
1,118
1,436
1,9
1,10
1,302
1,269
1,185
1,8
1,338
1,259
1,94
1,148
1,385
1,97
1,150
1,193
1,87
1,120
1,51
1,237
1,90
1,70
1,174
1,480
1,434
1,50
1,247
1,360
1,261
1,374
1,424
1,399
1,198
1,260
1,239
1,417
1,21
1,307
1,250
1,388
1,390
1,92
1,414
1,405
1,345
1,236
1,270
1,51
1,247
1,400
1,256
1,372
1,323
1,336
1,294
1,343
1,402
1,459
1,24
1,161
1,481
1,45
1,159
1,324
1,226
1,296
1,410
1,66
1,438
1,384
1,133
1,225
1,110
1,368
1,120
1,282
1,147
1,188
1,207
1,386
1,466
1,165
1,176
1,116
1,416
1,483
1,166
1,414
1,430
1,418
1,169
1,341
1,119
1,325
1,367
1,384
1,393
1,468
1,8
1,452
1,452
1,416
1,49
1,128
1,265
1,178
1,10
1,469
1,415
1,400
1,236
1,198
1,326
1,5
1,371
1,119
1,309
1,5
1,369
1,285
1,29
1,349
1,444
1,89
1,260
1,117
1,93
1,286
1,313
1,227
1,81
1,166
1,290
1,239
1,212
1,17
1,338
1,1
1,21
1,40
1,385
1,296
1,48
1,74
1,493
1,258
1,36
1,408
1,469
1,147
1,300
1,264
1,340
1,423
1,17
1,473
1,263
1,467
1,246
1,326
1,0
1,219
1,6
1,196
1,10
1,146
1,197
1,246
1,467
1,479
1,458
1,395
1,492
1,173
1,235
1,481
1,228
1,469
1,213
1,40
1,276
1,55
1,63
1,210
1,153
1,69
1,468
1,188
1,127
1,474
1,212
1,355
1,180
1,272
1,226
1,412
1,442
1,215
1,428
1,252
1,463
1,31
1,397
1,490
1,153
1,126
1,179
1,323
1,444
1,198
1,455
1,490
1,242
1,35
1,1
1,185
1,107
1,388
1,382
1,401
1,39
1,287
1,316
1,241
1,453
1,376
1,176
1,164
1,147
1,474
1,230
1,232
1,50
1,334
1,129
1,431
1,231
1,207
1,387
1,421
1,127
1,306
1,185
1,332
1,259
1,282
1,268
1,478
1,178
1,146
1,407
1,393
1,108
1,370
1,166
1,155
1,115
1,220
1,331
1,72
1,262
1,436
1,123
1,159
1,156
1,234
1,478
1,370
1,39
1,334
1,367
1,118
1,83
2,314
2,294
2,427
2,27
2,174
2,10
2,207
2,477
2,356
2,183
2,124
2,483
2,203
2,244
2,400
2,56
2,128
2,192
2,476
2,193
2,464
2,49
2,233
2,108
2,69
2,197
2,189
2,132
2,80
2,176
2,139
2,363
2,163
2,434
2,96
2,0
2,47
2,472
2,151
2,34
2,110
2,260
2,314
2,426
2,334
2,290
2,459
2,37
2,60
2,482
2,128
2,367
2,230
2,138
2,283
2,403
2,179
2,334
2,103
2,136
2,461
2,364
2,173
2,315
2,102
2,388
2,330
2,446
2,334
2,242
2,482
2,216
2,374
2,5
2,334
2,445
2,122
2,195
2,121
2,370
2,21
2,402
2,214
2,225
2,492
2,493
2,421
2,484
2,450
2,2
2,295
2,409
2,164
2,304
2,87
2,235
2,141
2,223
2,425
2,87
2,408
2,498
2,14
2,425
2,134
2,240
2,492
2,95
2,59
2,155
2,120
2,260
2,444
2,363
2,46
2,442
2,438
2,226
2,372
2,331
2,412
2,313
2,226
2,275
2,11
2,384
2,47
2,446
2,226
2,461
2,237
2,49
2,10
2,307
2,213
2,460
2,257
2,381
2,64
2,436
2,60
2,189
2,64
2,213
2,402
2,26
2,317
2,436
2,125
2,323
2,135
2,23
2,308
2,397
2,388
2,364
2,187
2,37
2,483
2,177
2,355
2,183
2,471
2,170
2,76
2,441
2,28
2,408
2,283
2,493
2,355
2,85
2,155
2,82
2,429
2,147
2,426
2,30
2,320
2,353
2,391
2,211
2,109
2,426
2,466
2,317
2,311
2,416
2,106
2,4
2,308
2,91
2,214
2,131
2,12
2,66
2,106
2,231
2,445
2,20
2,350
2,172
2,197
2,343
2,320
2,295
2,73
2,247
2,346
2,426
2,309
2,267
2,7
2,241
2,246
2,53
2,33
2,150
2,1
2,373
2,144
2,408
2,421
2,487
2,125
2,195
2,27
2,221
2,388
2,323
2,182
2,339
2,484
2,458
2,84
2,192
2,354
2,47
2,236
2,394
2,12
2,298
2,171
2,43
2,331
2,157
2,436
2,311
2,175
2,434
2,57
2,157
2,441
2,128
2,460
2,354
2,279
2,80
2,471
2,33
2,360
2,378
2,329
2,394
2,159
2,471
2,138
2,212
2,14
2,294
2,360
2,392
2,44
2,462
2,65
2,200
2,310
2,276
2,323
2,261
2,78
2,8
2,268
2,128
2,21
2,208
2,88
2,236
2,396
2,400
2,80
2,486
2,290
2,127
2,302
2,391
2,246
2,53
2,116
2,295
2,448
2,375
2,356
2,246
2,89
2,297
2,381
2,232
2,421
2,481
2,89
2,133
2,490
2,243
2,34
2,331
2,151
2,83
2,236
2,263
2,368
2,336
2,489
2,28
2,253
2,479
2,494
2,493
2,139
2,147
2,333
2,400
2,425
2,124
2,317
2,366
2,248
2,274
2,197
2,172
2,313
2,118
2,159
2,99
2,490
2,263
2,50
2,397
2,320
2,387
2,12
2,125
2,470
2,174
2,238
2,336
2,312
2,401
2,28
2,270
2,463
2,495
2,76
2,63
2,161
2,480
2,310
2,436
2,365
2,338
2,394
2,462
2,59
2,362
2,260
2,5
2,151
2,225
2,400
2,393
2,472
2,456
2,324
2,490
2,110
2,38
2,452
2,456
2,300
2,308
2,457
2,69
2,13
2,139
2,214
2,257
2,376
2,414
2,351
2,267
2,113
2,353
2,383
2,140
2,321
2,134
2,121
2,484
2,327
2,414
2,326
2,340
2,202
2,363
2,477
2,290
2,320
2,304
2,465
2,4
2,478
2,379
2,300
2,47
2,24
2,267
2,472
2,183
2,414
2,475
2,403
2,400
2,163
2,258
2,6
2,269
2,295
2,407
2,472
2,223
2,233
2,415
2,452
2,223
2,360
2,292
2,109
2,436
2,407
2,91
2,347
2,54
2,401
2,206
2,405
2,471
2,46
2,434
2,206
2,197
2,447
2,160
2,373
2,171
2,377
2,64
2,397
2,195
2,358
2,373
2,193
2,167
2,72
2,236
2,455
2,401
2,296
2,453
2,90
2,161
2,199
2,123
2,198
2,457
2,418
2,395
2,215
2,224
2,259
2,233
2,361
2,386
2,281
2,181
2,280
2,162
2,365
2,332
2,93
2,488
2,387
2,50
2,36
2,54
2,196
2,329
2,49
2,158
2,340
2,339
2,345
2,77
2,488
2,248
2,56
2,370
2,463
2,265
2,233
2,465
2,42
2,427
2,312
2,156
2,325
2,143
2,269
2,430
2,216
2,298
2,214
2,197
2,321
2,482
2,322
2,36
2,74
2,183
2,31
2,322
2,498
2,463
2,17
2,309
2,29
2,310
2,396
2,162
2,493
2,484
2,79
2,230
2,224
2,248
2,273
2,108
2,136
2,265
2,341
2,392
2,307
2,423
2,140
2,411
2,496
2,342
2,182
2,435
2,236
2,10
2,158
2,136
2,14
2,83
2,143
2,312
2,86
2,40
2,451
2,202
2,204
2,251
2,439
2,401
2,338
2,450
2,158
2,202
2,11
2,316
2,31
2,346
2,367
2,173
2,478
2,124
2,481
2,131
2,463
2,363
2,247
2,478
2,356
2,256
2,155
2,480
2,154
2,287
2,33
2,259
2,227
2,455
2,353
2,250
2,221
2,81
2,233
2,1
2,322
2,259
2,244
2,81
2,402
2,447
2,228
2,448
2,360
2,288
2,185
2,404
2,167
2,70
2,257
2,215
2,371
2,273
2,89
2,234
2,123
2,184
2,454
2,95
2,399
2,118
2,371
2,423
2,223
2,98
2,190
2,118
2,142
2,284
2,212
2,194
2,225
2,1
2,257
2,461
2,478
2,276
2,99
2,207
2,57
2,409
2,113
2,48
2,52
2,214
2,195
2,339
2,485
2,384
2,229
2,251
2,458
2,299
2,169
2,446
2,440
2,410
2,120
2,79
2,406
2,414
2,146
2,231
2,229
2,81
2,221
2,66
2,65
2,485
2,465
2,79
2,167
2,18
2,104
2,485
2,289
2,190
2,360
2,48
2,305
2,425
2,488
2,147
2,344
2,286
2,33
2,7
2,190
2,482
2,255
2,423
2,208
2,204
2,308
2,63
2,482
2,271
2,164
2,394
2,228
3,141
3,437
3,14
3,217
3,127
3,278
3,87
3,106
3,494
3,362
3,227
3,436
3,272
3,219
3,10
3,217
3,333
3,495
3,167
3,309
3,124
3,395
3,487
3,449
3,355
3,4
3,208
3,38
3,270
3,403
3,478
3,379
3,312
3,305
3,405
3,269
3,82
3,322
3,298
3,82
3,446
3,309
3,311
3,133
3,359
3,208
3,461
3,363
3,332
3,271
3,227
3,160
3,415
3,140
3,177
3,417
3,15
3,249
3,244
3,79
3,223
3,481
3,157
3,89
3,366
3,317
3,133
3,476
3,444
3,23
3,93
3,21
3,250
3,134
3,52
3,190
3,206
3,198
3,67
3,125
3,204
3,315
3,31
3,213
3,13
3,118
3,376
3,297
3,479
3,158
3,97
3,65
3,114
3,225
3,413
3,409
3,499
3,448
3,122
3,444
3,116
3,480
3,349
3,328
3,100
3,263
3,253
3,78
3,108
3,206
3,231
3,361
3,187
3,435
3,195
3,1
3,222
3,76
3,247
3,288
3,44
3,473
3,144
3,394
3,256
3,387
3,320
3,225
3,80
3,192
3,414
3,85
3,149
3,321
3,61
3,371
3,86
3,42
3,493
3,129
3,390
3,105
3,454
3,431
3,477
3,110
3,122
3,345
3,51
3,320
3,294
3,105
3,89
3,340
3,30
3,404
3,66
3,104
3,72
3,256
3,76
3,414
3,258
3,445
3,82
3,221
3,177
3,400
3,428
3,60
3,332
3,99
3,116
3,337
3,497
3,303
3,293
3,354
3,157
3,366
3,256
3,152
3,298
3,240
3,152
3,218
3,384
3,66
3,160
3,287
3,344
3,111
3,220
3,37
3,224
3,260
3,435
3,362
3,306
3,451
3,394
3,285
3,46
3,150
3,389
3,384
3,183
3,50
3,176
3,56
3,283
3,439
3,492
3,494
3,455
3,415
3,178
3,3
3,496
3,383
3,437
3,442
3,362
3,261
3,340
3,408
3,407
3,318
3,267
3,157
3,120
3,417
3,316
3,224
3,218
3,394
3,435
3,264
3,484
3,382
3,180
3,222
3,58
3,158
3,285
3,172
3,360
3,356
3,129
3,118
3,151
3,161
3,311
3,281
3,103
3,200
3,433
3,50
3,355
3,223
3,433
3,481
3,348
3,175
3,436
3,421
3,126
3,125
3,418
3,392
3,55
3,61
3,144
3,35
3,79
3,25
3,427
3,53
3,246
3,35
3,263
3,268
3,83
3,46
3,216
3,386
3,417
3,10
3,451
3,480
3,272
3,324
3,496
3,42
3,198
3,428
3,349
3,365
3,474
3,308
3,274
3,60
3,261
3,444
3,65
3,452
3,17
3,241
3,32
3,176
3,36
3,310
3,274
3,10
3,453
3,482
3,1
3,492
3,341
3,429
3,328
3,416
3,251
3,162
3,198
3,325
3,446
3,261
3,368
3,395
3,51
3,132
3,7
3,59
3,374
3,171
3,44
3,410
3,49
3,212
3,471
3,427
3,106
3,237
3,124
3,77
3,351
3,153
3,348
3,287
3,443
3,93
3,243
3,420
3,219
3,35
3,243
3,316
3,407
3,129
3,111
3,250
3,124
3,416
3,253
3,56
3,422
3,445
3,159
3,212
3,263
3,150
3,0
3,180
3,213
3,382
3,374
3,182
3,225
3,137
3,112
3,163
3,464
3,50
3,104
3,320
3,468
3,4
3,462
3,345
3,312
3,404
3,84
3,298
3,190
3,142
3,31
3,234
3,50
3,361
3,230
3,239
3,293
3,167
3,115
3,164
3,383
3,207
3,304
3,37
3,463
3,217
3,480
3,200
3,164
3,2
3,386
3,171
3,381
3,109
3,204
3,162
3,328
3,135
3,461
3,210
3,168
3,280
3,398
3,474
3,467
3,353
3,36
3,205
3,472
3,116
3,275
3,328
3,297
3,103
3,203
3,313
3,466
3,192
3,157
3,342
3,56
3,51
3,479
3,85
3,310
3,276
3,79
3,93
3,146
3,8
3,444
3,336
3,94
3,101
3,26
3,266
3,113
3,395
3,287
3,352
3,164
3,180
3,287
3,88
3,277
3,236
3,260
3,112
3,492
3,368
3,84
3,364
3,18
3,96
3,178
3,136
3,244
3,330
3,67
3,288
3,175
3,367
3,474
3,313
3,157
3,214
3,435
3,59
3,234
3,385
3,313
3,41
3,45
3,399
3,207
3,479
3,374
3,345
3,73
3,183
3,67
3,77
3,287
3,132
3,446
3,265
3,22
3,262
3,243
3,188
3,29
3,45
3,89
3,90
3,132
3,195
3,44
3,168
3,169
3,479
3,229
3,20
3,465
3,490
3,268
3,296
3,182
3,484
3,345
3,29
3,138
3,375
3,263
3,276
3,391
3,220
3,496
3,23
3,136
3,68
3,179
3,51
3,289
3,359
3,197
3,21
3,150
3,66
3,395
3,465
3,280
3,261
3,170
3,267
3,175
3,46
3,472
3,487
3,472
3,450
3,457
3,142
3,467
3,97
3,334
3,470
3,73
3,452
3,29
3,5
3,120
3,188
3,24
3,1
3,119
3,303
3,496
3,89
3,99
3,28
3,242
3,39
3,435
3,126
3,427
3,467
3,210
3,288
3,317
3,1
3,406
3,332
3,435
3,357
3,82
3,37
3,161
3,123
3,357
3,368
3,36
3,436
3,109
3,70
3,345
3,489
3,38
3,82
3,293
3,157
3,158
3,82
3,310
3,411
3,196
3,76
3,461
3,290
3,272
3,36
3,287
3,242
3,65
3,289
3,345
3,57
3,89
3,60
3,393
3,186
3,63
3,62
3,271
3,213
3,250
3,318
3,253
3,38
3,44
3,182
3,258
3,84
3,499
3,240
3,460
3,117
3,263
3,181
3,276
3,336
3,319
3,283
3,329
3,111
3,402
3,138
3,245
3,416
3,450
3,333
3,268
3,419
3,107
3,418
3,410
3,19
3,29
3,105
3,292
3,369
3,412
3,20
3,156
3,226
3,21
3,9
3,321
3,424
3,53
3,87
3,8
3,194
3,339
3,396
3,152
3,451
3,315
3,433
3,291
3,17
3,82
3,157
3,163
3,74
3,474
3,215
3,297
3,79
3,350
3,284
3,320
3,307
3,164
3,358
3,137
3,153
3,240
4,82
4,119
4,369
4,432
4,307
4,17
4,435
4,199
4,324
4,437
4,63
4,380
4,61
4,184
4,195
4,412
4,29
4,66
4,390
4,301
4,330
4,330
4,482
4,419
4,13
4,296
4,47
4,343
4,291
4,284
4,11
4,102
4,169
4,405
4,185
4,355
4,398
4,427
4,63
4,486
4,33
4,132
4,178
4,366
4,379
4,257
4,68
4,393
4,391
4,160
4,484
4,261
4,297
4,2
4,327
4,240
4,98
4,488
4,350
4,404
4,304
4,172
4,49
4,469
4,185
4,117
4,480
4,165
4,318
4,432
4,36
4,82
4,164
4,61
4,282
4,64
4,61
4,40
4,473
4,68
4,36
4,312
4,433
4,432
4,177
4,317
4,404
4,71
4,419
4,136
4,485
4,141
4,255
4,482
4,348
4,377
4,256
4,429
4,49
4,236
4,486
4,124
4,37
4,334
4,421
4,360
4,212
4,388
4,87
4,395
4,304
4,187
4,415
4,183
4,200
4,129
4,499
4,101
4,427
4,348
4,147
4,196
4,276
4,107
4,414
4,346
4,120
4,221
4,492
4,131
4,67
4,404
4,369
4,408
4,438
4,229
4,432
4,13
4,418
4,218
4,87
4,428
4,309
4,2
4,465
4,8
4,16
4,385
4,309
4,165
4,476
4,52
4,109
4,274
4,374
4,434
4,17
4,469
4,261
4,128
4,445
4,404
4,104
4,457
4,296
4,16
4,116
4,147
4,55
4,128
4,127
4,298
4,74
4,293
4,436
4,415
4,247
4,321
4,458
4,435
4,20
4,56
4,429
4,363
4,174
4,56
4,460
4,184
4,370
4,481
4,437
4,39
4,357
4,366
4,104
4,101
4,309
4,305
4,488
4,391
4,424
4,352
4,462
4,112
4,381
4,222
4,173
4,68
4,480
4,209
4,366
4,35
4,468
4,180
4,239
4,428
4,310
4,374
4,395
4,195
4,133
4,457
4,383
4,3
4,424
4,345
4,376
4,491
4,401
4,417
4,255
4,358
4,490
4,356
4,143
4,368
4,352
4,239
4,261
4,7
4,230
4,343
4,406
4,1
4,205
4,269
4,394
4,160
4,216
4,136
4,355
4,357
4,285
4,207
4,398
4,425
4,164
4,373
4,461
4,409
4,15
4,14
4,309
4,429
4,351
4,271
4,335
4,225
4,43
4,42
4,439
4,270
4,321
4,126
4,482
4,125
4,234
4,297
4,174
4,354
4,161
4,463
4,198
4,13
4,446
4,5
4,46
4,37
4,33
4,448
4,492
4,16
4,452
4,401
4,146
4,318
4,180
4,29
4,256
4,169
4,311
4,433
4,57
4,33
4,268
4,81
4,421
4,112
4,333
4,131
4,444
4,89
4,258
4,22
4,266
4,329
4,374
4,243
4,293
4,178
4,442
4,468
4,351
4,166
4,234
4,310
4,143
4,173
4,161
4,0
4,25
4,51
4,283
4,78
4,44
4,149
4,27
4,296
4,358
4,336
4,461
4,278
4,384
4,58
4,34
4,324
4,289
4,343
4,280
4,483
4,108
4,197
4,412
4,288
4,33
4,383
4,120
4,135
4,160
4,10
4,135
4,312
4,329
4,275
4,58
4,416
4,480
4,226
4,116
4,426
4,493
4,303
4,382
4,322
4,331
4,56
4,344
4,477
4,125
4,135
4,181
4,474
4,187
4,477
4,130
4,160
4,162
4,177
4,284
4,398
4,244
4,128
4,245
4,131
4,272
4,100
4,306
4,220
4,271
4,201
4,102
4,422
4,66
4,281
4,48
4,485
4,74
4,422
4,436
4,218
4,55
4,211
4,261
4,259
4,185
4,205
4,422
4,205
4,480
4,277
4,191
4,191
4,490
4,204
4,379
4,111
4,251
4,38
4,114
4,361
4,117
4,278
4,301
4,169
4,406
4,170
4,158
4,284
4,183
4,26
4,287
4,197
4,376
4,76
4,425
4,9
4,282
4,146
4,203
4,346
4,285
4,223
4,446
4,180
4,335
4,470
4,109
4,335
4,359
4,118
4,3
4,355
4,63
4,292
4,186
4,488
4,181
4,172
4,44
4,267
4,188
4,416
4,463
4,213
4,441
4,167
4,435
4,111
4,483
4,425
4,372
4,449
4,245
4,346
4,5
4,52
4,92
4,426
4,385
4,83
4,343
4,264
4,12
4,468
4,323
4,327
4,231
4,437
4,490
4,281
4,401
4,495
4,167
4,81
4,196
4,209
4,156
4,499
4,209
4,243
4,482
4,185
4,480
4,327
4,369
4,435
4,157
4,478
4,271
4,286
4,83
4,234
4,60
4,376
4,220
4,482
4,160
4,402
4,80
4,496
4,9
4,329
4,59
4,230
4,107
4,153
4,412
4,81
4,263
4,428
4,443
4,136
4,461
4,129
4,482
4,359
4,164
4,411
4,313
4,45
4,12
4,353
4,226
4,407
4,194
4,15
4,6
4,496
4,485
4,263
4,377
4,220
4,396
4,191
4,423
4,274
4,247
4,365
4,25
4,435
4,76
4,44
4,480
4,217
4,299
4,231
4,45
4,86
4,1
4,4
4,25
4,440
4,158
4,264
4,161
4,408
4,86
