PWM,Reading
1,251
1,263
1,145
1,167
1,416
1,217
1,78
1,246
1,32
1,43
1,287
1,437
1,86
1,371
1,28
1,203
1,157
1,426
1,328
1,496
1,86
1,288
1,49
1,87
1,9
1,265
1,214
1,64
1,282
1,462
1,7
1,325
1,54
1,83
1,412
1,95
1,217
1,108
1,146
1,357
1,431
1,121
1,362
1,342
1,269
1,133
1,151
1,205
1,311
1,421
1,274
1,459
1,453
1,359
1,168
1,220
1,125
1,85
1,155
1,60
1,363
1,24
1,126
1,410
1,423
1,420
1,37
1,240
1,52
1,312
1,328
1,194
1,99
1,192
1,342
1,469
1,175
1,276
1,142
1,453
1,282
1,173
1,87
1,291
1,427
1,183
1,488
1,26
1,123
1,308
1,254
1,430
1,305
1,396
1,388
1,339
1,323
1,46
1,337
1,443
1,256
1,458
1,259
1,342
1,485
1,5
1,123
1,37
1,309
1,131
1,99
1,288
1,196
1,61
1,21
1,50
1,318
1,66
1,26
1,350
1,396
1,203
1,213
1,368
1,107
1,450
1,246
1,448
1,235
1,465
1,390
1,482
1,23
1,492
1,407
1,418
1,314
1,360
1,220
1,61
1,170
1,46
1,223
1,455
1,354
1,476
1,430
1,63
1,300
1,405
1,274
1,18
1,499
1,350
1,456
1,257
1,454
1,341
1,282
1,75
1,141
1,341
1,425
1,384
1,290
1,198
1,465
1,384
1,492
1,257
1,305
1,147
1,224
1,247
1,141
1,269
1,163
1,16
1,178
1,303
1,390
1,394
1,343
1,185
2,470
2,196
2,48
2,285
2,20
2,104
2,395
2,342
2,464
2,3
2,224
2,162
2,336
2,307
2,6
2,469
2,289
2,204
2,444
2,2
2,350
2,9
2,30
2,223
2,53
2,482
2,47
2,77
2,19
2,396
2,248
2,329
2,240
2,104
2,176
2,101
2,283
2,194
2,304
2,220
2,114
2,193
2,344
2,8
2,170
2,39
2,163
2,196
2,176
2,194
2,283
2,184
2,95
2,455
2,487
2,445
2,276
2,39
2,440
2,144
2,447
2,234
2,256
2,295
2,337
2,415
2,402
2,309
2,168
2,356
2,413
2,450
2,438
2,432
2,253
2,67
2,269
2,213
2,391
2,477
2,484
2,121
2,13
2,275
2,360
2,483
2,436
2,216
2,491
2,314
2,336
2,304
2,414
2,144
2,409
2,373
2,10
2,120
2,81
2,291
2,215
2,425
2,209
2,385
2,176
2,179
2,275
2,121
2,65
2,177
2,137
2,168
2,151
2,488
2,259
2,24
2,186
2,87
2,480
2,482
2,9
2,173
2,168
2,85
2,207
2,326
2,172
2,95
2,140
2,471
2,465
2,197
2,93
2,419
2,15
2,169
2,401
2,60
2,396
2,189
2,297
2,237
2,84
2,36
2,224
2,452
2,176
2,363
2,306
2,13
2,383
2,361
2,273
2,388
2,219
2,376
2,256
2,4
2,213
2,198
2,108
2,352
2,205
2,103
2,276
2,266
2,287
2,234
2,49
2,141
2,46
2,375
2,168
2,362
2,345
2,366
2,198
2,332
2,490
2,280
2,54
2,89
2,320
2,8
2,47
2,190
2,13
2,112
2,185
2,35
2,33
2,127
2,46
2,14
2,370
2,286
2,148
2,429
2,85
2,210
2,0
2,120
2,169
2,497
2,340
2,89
2,473
2,285
2,317
2,271
2,217
2,243
2,461
2,454
2,444
2,422
2,177
2,136
2,293
2,353
2,242
2,372
2,149
2,465
2,99
2,178
2,145
2,412
2,419
2,45
2,471
2,184
2,417
2,363
2,466
2,422
2,251
2,24
2,438
2,471
2,58
2,391
2,267
2,400
2,205
2,177
2,375
2,250
2,17
2,234
2,211
2,273
2,205
2,367
2,488
2,315
2,79
2,387
2,177
2,233
2,80
2,475
2,370
2,384
2,425
2,162
2,263
2,234
2,473
2,211
2,163
2,69
2,390
2,440
2,366
2,311
2,362
2,93
2,29
2,345
2,244
2,22
2,215
2,171
2,397
2,121
2,134
2,345
2,63
2,445
2,484
2,469
2,209
2,416
2,409
2,58
2,105
2,355
2,486
2,235
2,133
2,18
2,436
2,221
2,170
2,495
2,136
2,247
2,393
2,215
2,77
2,487
2,354
2,74
2,158
2,294
2,157
2,89
2,390
2,81
2,274
2,439
2,51
2,296
2,225
2,71
2,370
2,490
2,171
2,276
2,16
2,38
2,249
2,135
2,359
2,102
2,41
2,33
2,419
2,37
2,373
2,292
2,95
2,44
2,77
2,349
2,97
2,81
2,373
2,191
2,244
2,485
2,61
2,455
2,266
2,76
2,188
2,393
2,370
2,372
2,97
2,252
2,125
2,35
2,429
2,92
2,236
2,337
2,200
2,356
2,132
2,348
2,377
2,252
2,427
2,275
2,315
2,461
2,439
2,298
2,52
2,77
2,95
2,62
2,334
2,209
2,70
2,396
2,167
2,128
2,159
2,487
2,150
2,56
2,57
2,442
2,263
2,98
2,347
2,279
2,109
2,88
2,330
2,105
2,144
2,299
2,103
2,151
2,365
2,148
2,449
2,395
2,461
2,252
2,450
2,176
2,259
2,442
2,448
2,165
2,476
2,292
2,483
2,318
2,223
2,352
2,244
2,145
2,99
2,235
2,322
2,173
2,304
2,303
2,208
2,309
2,211
2,129
2,489
2,259
2,370
2,30
2,428
2,204
2,463
2,369
2,242
2,395
2,257
2,334
2,219
2,15
2,301
2,206
2,55
2,268
2,218
2,246
2,26
2,283
2,291
2,98
2,110
2,18
2,305
2,338
2,233
2,328
2,145
2,311
2,172
2,247
2,355
2,191
2,478
2,347
2,195
2,207
2,351
2,152
2,95
2,305
2,147
2,146
2,89
2,209
2,497
2,420
2,145
2,0
2,196
2,362
2,413
2,382
2,316
2,271
2,455
2,312
2,61
2,167
2,141
2,225
2,305
2,372
2,315
2,319
2,28
2,419
2,321
2,383
2,253
2,407
2,260
2,107
2,181
2,230
2,365
2,330
2,443
2,42
2,42
2,243
2,466
2,414
2,293
2,479
2,175
2,184
2,167
2,328
2,160
2,2
2,58
2,199
2,299
2,249
2,345
2,329
2,243
2,367
2,40
2,134
2,245
2,366
2,322
2,239
2,153
2,202
2,110
2,389
2,348
2,274
2,61
2,74
2,252
2,125
2,321
2,93
2,436
2,412
2,48
2,90
2,218
2,399
2,441
2,172
2,78
2,372
2,308
2,375
2,148
2,380
2,163
2,345
2,262
2,140
2,267
2,283
2,233
2,393
2,94
2,415
2,335
2,260
2,461
2,207
2,82
2,111
2,278
2,492
2,132
2,499
2,495
2,413
2,318
2,248
2,463
2,178
2,271
2,20
2,352
2,362
2,493
2,262
2,112
2,88
2,78
2,147
2,143
2,475
2,118
2,302
2,465
2,272
2,330
2,398
2,21
2,391
2,345
2,321
2,219
2,130
2,180
2,126
2,490
2,411
2,133
2,217
2,487
2,416
2,496
2,180
2,205
2,9
2,316
2,100
2,157
2,414
2,390
2,48
2,196
2,486
2,438
2,488
2,126
2,259
2,432
2,490
2,258
2,479
2,273
2,175
2,187
2,270
2,99
2,301
2,9
2,20
2,406
2,218
2,137
2,156
2,346
2,326
2,350
2,481
2,447
2,318
2,316
2,59
2,107
2,227
2,57
2,131
2,460
2,376
2,376
2,60
2,331
2,486
2,436
2,337
2,474
2,480
2,190
2,435
2,47
2,404
2,30
2,495
2,33
2,254
2,128
2,190
2,235
2,199
2,414
2,316
2,276
2,108
2,72
2,464
2,176
2,84
2,379
2,457
2,149
2,437
2,103
2,245
2,259
2,421
2,99
2,10
2,231
2,420
2,19
2,490
2,498
2,89
2,351
2,312
2,376
2,467
2,112
2,341
2,346
2,39
2,183
2,332
2,149
3,469
3,267
3,498
3,459
3,109
3,199
3,172
3,495
3,354
3,1
3,412
3,327
3,62
3,234
3,497
3,75
3,0
3,315
3,443
3,206
3,391
3,456
3,82
3,337
3,142
3,277
3,1
3,307
3,136
3,439
3,187
3,370
3,393
3,102
3,394
3,340
3,1
3,225
3,136
3,318
3,285
3,28
3,350
3,301
3,448
3,101
3,307
3,461
3,191
3,69
3,4
3,138
3,34
3,431
3,491
3,43
3,147
3,49
3,139
3,373
3,100
3,189
3,106
3,334
3,30
3,122
3,310
3,319
3,184
3,289
3,268
3,162
3,475
3,330
3,304
3,466
3,193
3,90
3,218
3,219
3,110
3,384
3,358
3,414
3,144
3,380
3,263
3,129
3,379
3,90
3,121
3,482
3,206
3,32
3,75
3,427
3,64
3,383
3,376
3,471
3,183
3,188
3,405
3,360
3,327
3,458
3,317
3,271
3,15
3,258
3,194
3,227
3,436
3,491
3,227
3,313
3,355
3,8
3,416
3,322
3,131
3,18
3,154
3,48
3,389
3,292
3,99
3,19
3,60
3,189
3,377
3,103
3,47
3,342
3,308
3,270
3,224
3,310
3,48
3,292
3,355
3,421
3,21
3,397
3,441
3,208
3,160
3,483
3,311
3,469
3,415
3,52
3,23
3,75
3,499
3,290
3,332
3,463
3,394
3,371
3,154
3,258
3,312
3,348
3,355
3,93
3,272
3,329
3,402
3,109
3,475
3,241
3,380
3,357
3,145
3,443
3,447
3,428
3,46
3,425
3,335
3,91
3,46
3,70
3,231
3,47
3,400
3,212
3,194
3,220
3,140
3,431
3,437
3,353
3,455
3,323
3,353
3,331
3,109
3,312
3,462
3,427
3,472
3,3
3,4
3,12
3,252
3,394
3,256
3,320
3,109
3,131
3,232
3,351
3,28
3,294
3,418
3,114
3,439
3,285
3,241
3,18
3,201
3,41
3,28
3,237
3,436
3,342
3,148
3,280
3,396
3,313
3,281
3,325
3,87
3,444
3,274
3,113
3,485
3,118
3,338
3,333
3,399
3,280
3,178
3,478
3,148
3,20
3,295
3,441
3,203
3,47
3,161
3,467
3,288
3,125
3,118
3,144
3,222
3,385
3,372
3,395
3,412
3,285
3,395
3,486
3,35
3,239
3,73
3,421
3,111
3,15
3,1
3,178
3,488
3,111
3,340
3,90
3,346
3,344
3,156
3,139
3,292
3,227
3,438
3,194
3,7
3,380
3,50
3,39
3,57
3,13
3,47
3,493
3,494
3,460
3,426
3,106
3,432
3,169
3,354
3,138
3,321
3,484
3,240
3,474
3,191
3,265
3,364
3,12
3,378
3,58
3,481
3,438
3,414
3,121
3,487
3,318
3,51
3,408
3,400
3,309
3,463
3,91
3,444
3,170
3,77
3,59
3,91
3,423
3,23
3,168
3,47
3,260
3,127
3,389
3,246
3,306
3,412
3,427
3,36
3,363
3,437
3,460
3,186
3,92
3,383
3,388
3,170
3,398
3,27
3,473
3,97
3,244
3,375
3,374
3,437
3,407
3,148
3,377
3,231
3,318
3,283
3,110
3,192
3,373
3,324
3,147
3,297
3,274
3,182
3,32
3,337
3,199
3,208
3,20
3,397
3,11
3,42
3,82
3,495
3,14
3,334
3,268
3,401
3,224
3,202
3,205
3,371
3,265
3,125
3,135
3,391
3,195
3,424
3,490
3,315
3,386
3,197
3,480
3,175
3,477
3,377
3,58
3,94
3,320
3,117
3,427
3,440
3,171
3,101
3,118
3,317
3,184
3,297
3,12
3,8
3,113
3,203
3,426
3,394
3,79
3,403
3,217
3,303
3,414
3,145
3,33
3,138
3,127
3,217
3,429
3,204
3,278
3,203
3,449
3,155
3,296
3,424
3,193
3,374
3,297
3,311
3,494
3,329
3,254
3,453
3,275
3,113
3,397
3,315
3,464
3,159
3,287
3,57
3,240
3,404
3,442
3,174
3,184
3,230
3,429
3,419
3,459
3,173
3,273
3,189
3,280
3,157
3,461
3,254
3,166
3,435
3,499
3,480
3,497
3,75
3,299
3,372
3,342
3,471
3,46
3,99
3,284
3,314
3,161
3,199
3,68
3,266
3,6
3,207
3,210
3,107
3,209
3,326
3,311
3,288
3,176
3,319
3,101
3,469
3,48
3,21
3,362
3,71
3,134
3,179
3,382
3,99
3,232
3,9
3,62
3,52
3,298
3,429
3,1
3,55
3,5
3,344
3,398
3,108
3,492
3,322
3,476
3,16
3,359
3,332
3,456
3,456
3,162
3,309
3,151
3,332
3,78
3,202
3,47
3,428
3,262
3,387
3,317
3,160
3,302
3,209
3,411
3,37
3,95
3,289
3,304
3,403
3,442
3,441
3,325
3,460
3,61
3,158
3,224
3,397
3,116
3,270
3,159
3,92
3,339
3,406
3,326
3,156
3,412
3,319
3,7
3,282
3,3
3,211
3,217
3,144
3,209
3,190
3,0
3,28
3,393
3,307
3,311
3,278
3,173
3,285
3,69
3,293
3,402
3,447
3,232
3,7
3,137
3,352
3,343
3,437
3,481
3,456
3,175
3,317
3,55
3,376
3,245
3,327
3,295
3,379
3,164
3,80
3,96
3,277
3,134
3,207
3,364
3,470
3,203
3,455
3,383
3,280
3,471
3,375
3,190
3,257
3,442
3,111
3,134
3,180
3,447
3,9
3,323
3,263
3,428
3,230
3,332
3,369
3,185
3,495
3,482
3,222
3,368
3,469
3,474
3,153
3,176
3,289
3,200
3,154
3,106
3,243
3,80
3,401
3,294
3,114
3,398
3,284
3,204
3,316
3,15
3,394
3,307
3,215
3,435
3,76
3,246
3,311
3,262
3,247
3,496
3,68
3,362
3,439
3,167
3,58
3,352
3,117
3,133
3,497
3,341
3,121
3,232
3,131
3,293
3,75
3,241
3,119
3,450
3,275
3,300
3,456
3,322
3,424
3,144
3,19
3,311
3,496
3,201
3,132
3,379
3,6
3,457
3,61
3,299
3,192
3,380
3,473
3,314
3,241
3,64
3,124
3,74
3,417
3,408
3,267
3,377
3,138
3,422
3,14
3,368
3,451
3,359
3,80
3,181
3,132
3,44
3,478
3,66
3,357
3,272
3,186
4,323
4,400
4,209
4,96
4,147
4,67
4,134
4,320
4,364
4,138
4,326
4,237
4,417
4,454
4,330
4,43
4,368
4,263
4,393
4,292
4,36
4,353
4,4
4,145
4,402
4,51
4,112
4,464
4,316
4,418
4,45
4,41
4,104
4,114
4,260
4,260
4,53
4,255
4,112
4,160
4,7
4,57
4,444
4,264
4,82
4,159
4,491
4,90
4,63
4,211
4,465
4,459
4,406
4,428
4,97
4,123
4,105
4,492
4,248
4,427
4,331
4,494
4,334
4,355
4,234
4,291
4,392
4,119
4,404
4,363
4,168
4,224
4,262
4,307
4,441
4,116
4,117
4,91
4,410
4,195
4,397
4,339
4,57
4,111
4,469
4,9
4,202
4,2
4,486
4,327
4,285
4,341
4,38
4,29
4,36
4,15
4,407
4,51
4,233
4,147
4,101
4,336
4,436
4,60
4,430
4,471
4,102
4,110
4,379
4,286
4,467
4,371
4,208
4,166
4,231
4,346
4,443
4,314
4,485
4,115
4,315
4,365
4,332
4,272
4,68
4,325
4,387
4,138
4,45
4,306
4,287
4,199
4,403
4,111
4,138
4,59
4,276
4,373
4,153
4,102
4,139
4,447
4,80
4,467
4,49
4,456
4,194
4,238
4,207
4,498
4,280
4,283
4,377
4,332
4,151
4,170
4,459
4,291
4,13
4,400
4,257
4,49
4,116
4,191
4,233
4,330
4,344
4,480
4,210
4,427
4,311
4,497
4,348
4,252
4,100
4,72
4,75
4,155
4,411
4,379
4,467
4,44
4,97
4,448
4,165
4,8
4,163
4,328
4,359
4,162
4,428
4,312
4,436
4,394
4,115
4,174
4,150
4,412
4,344
4,225
4,110
4,495
4,227
4,41
4,91
4,264
4,460
4,15
4,183
4,461
4,162
4,458
4,162
4,183
4,389
4,126
4,344
4,294
4,478
4,97
4,337
4,285
4,399
4,44
4,482
4,468
4,270
4,214
4,433
4,361
4,84
4,310
4,83
4,97
4,53
4,98
4,117
4,131
4,441
4,376
4,189
4,330
4,5
4,375
4,209
4,179
4,445
4,257
4,222
4,139
4,354
4,110
4,241
4,424
4,61
4,438
4,418
4,43
4,88
4,164
4,268
4,358
4,47
4,403
4,99
4,414
4,43
4,239
4,375
4,258
4,305
4,417
4,482
4,245
4,205
4,182
4,485
4,245
4,371
4,170
4,267
4,224
4,432
4,273
4,417
4,8
4,31
4,40
4,453
4,142
4,363
4,117
4,354
4,446
4,279
4,268
4,246
4,402
4,3
4,47
4,453
4,467
4,331
4,402
4,427
4,471
4,145
4,310
4,300
4,314
4,392
4,339
4,250
4,29
4,238
4,304
4,402
4,346
4,271
4,153
4,225
4,304
4,426
4,491
4,363
4,226
4,150
4,120
4,409
4,70
4,486
4,464
4,331
4,348
4,197
4,40
4,36
4,394
4,127
4,367
4,137
4,204
4,81
4,290
4,490
4,359
4,73
4,342
4,430
4,289
4,111
4,221
4,311
4,196
4,382
4,344
4,361
4,316
4,51
4,462
4,172
4,170
4,317
4,228
4,376
4,463
4,373
4,119
4,459
4,314
4,471
4,105
4,30
4,414
4,292
4,60
4,409
4,205
4,35
4,16
4,409
4,339
4,352
4,225
4,388
4,436
4,1
4,319
4,458
4,235
4,142
4,34
4,43
4,423
4,410
4,243
4,399
4,70
4,73
4,153
4,208
4,256
4,264
4,161
4,192
4,281
4,465
4,441
4,309
4,447
4,205
4,226
4,67
4,387
4,220
4,298
4,132
4,479
4,182
4,332
4,154
4,424
4,289
4,152
4,268
4,367
4,304
4,16
4,161
4,21
4,476
4,357
4,268
4,356
4,6
4,122
4,290
4,142
4,338
4,475
4,433
4,375
4,410
4,266
4,41
4,246
4,370
4,95
4,76
4,137
4,394
4,113
4,426
4,106
4,490
4,372
4,93
4,177
4,9
4,0
4,205
4,240
4,180
4,146
4,414
4,61
4,485
4,372
4,406
4,202
4,312
4,379
4,393
4,417
4,485
4,98
4,309
4,158
4,178
4,458
4,457
4,358
4,203
4,207
4,20
4,338
4,100
4,220
4,400
4,300
4,408
4,349
4,206
4,230
4,356
4,151
4,208
4,168
4,332
4,380
4,488
4,197
4,484
4,322
4,219
4,295
4,397
4,442
4,73
4,272
4,43
4,402
4,64
4,444
4,60
4,295
4,196
4,350
4,333
4,95
4,459
4,139
4,459
4,17
4,32
4,365
4,217
4,381
4,186
4,407
4,377
4,379
4,220
4,423
4,239
4,460
4,496
4,195
4,489
4,378
4,203
4,482
4,10
4,439
4,322
4,38
4,363
4,226
4,327
4,65
4,114
4,406
4,96
4,256
4,484
4,107
4,220
4,429
4,372
4,78
4,296
4,452
4,45
4,113
4,83
