Timestamp,Value,Type
18:29:28.186,"0,321\r\n",received
18:29:28.186,"0,82\r\n",received
18:29:28.186,"0,136\r\n",received
18:29:28.186,"0,373\r\n",received
18:29:28.186,"0,321\r\n",received
18:29:28.186,"0,410\r\n",received
18:29:28.186,"0,212\r\n",received
18:29:28.186,"0,197\r\n",received
18:29:28.186,"0,33\r\n",received
18:29:28.186,"0,277\r\n",received
18:29:28.186,"0,53\r\n",received
18:29:28.186,"0,247\r\n",received
18:29:28.186,"0,202\r\n",received
18:29:28.186,"0,486\r\n",received
18:29:28.186,"0,369\r\n",received
18:29:28.186,"0,491\r\n",received
18:29:28.186,"0,222\r\n",received
18:29:28.186,"0,301\r\n",received
18:29:28.186,"0,107\r\n",received
18:29:28.186,"0,233\r\n",received
18:29:28.186,"0,465\r\n",received
18:29:28.186,"0,289\r\n",received
18:29:28.186,"0,403\r\n",received
18:29:28.186,"0,68\r\n",received
18:29:28.186,"0,469\r\n",received
18:29:28.186,"0,460\r\n",received
18:29:28.186,"0,393\r\n",received
18:29:28.186,"0,152\r\n",received
18:29:28.186,"0,16\r\n",received
18:29:28.186,"0,267\r\n",received
18:29:28.186,"0,454\r\n",received
18:29:28.186,"0,272\r\n",received
18:29:28.186,"0,29\r\n",received
18:29:28.186,"0,372\r\n",received
18:29:28.186,"0,453\r\n",received
18:29:28.186,"0,227\r\n",received
18:29:28.186,"0,404\r\n",received
18:29:28.186,"0,384\r\n",received
18:29:28.186,"0,11\r\n",received
18:29:28.186,"0,55\r\n",received
18:29:28.186,"0,38\r\n",received
18:29:28.186,"0,216\r\n",received
18:29:28.186,"0,424\r\n",received
18:29:28.186,"0,473\r\n",received
18:29:28.186,"0,5\r\n",received
18:29:28.186,"0,340\r\n",received
18:29:28.186,"0,292\r\n",received
18:29:28.188,"0,320\r\n",received
18:29:28.188,"0,206\r\n",received
18:29:28.188,"0,92\r\n",received
18:29:28.188,"0,473\r\n",received
18:29:28.188,"0,496\r\n",received
18:29:28.188,"0,104\r\n",received
18:29:28.188,"0,372\r\n",received
18:29:28.188,"0,346\r\n",received
18:29:28.188,"0,451\r\n",received
18:29:28.188,"0,380\r\n",received
18:29:28.188,"0,294\r\n",received
18:29:28.188,"0,93\r\n",received
18:29:28.188,"0,316\r\n",received
18:29:28.188,"0,93\r\n",received
18:29:28.188,"0,73\r\n",received
18:29:28.188,"0,141\r\n",received
18:29:28.188,"0,492\r\n",received
18:29:28.188,"0,383\r\n",received
18:29:28.188,"0,266\r\n",received
18:29:28.188,"0,54\r\n",received
18:29:28.188,"0,20\r\n",received
18:29:28.188,"0,16\r\n",received
18:29:28.188,"0,183\r\n",received
18:29:28.188,"0,340\r\n",received
18:29:28.188,"0,105\r\n",received
18:29:28.188,"0,235\r\n",received
18:29:28.188,"0,211\r\n",received
18:29:28.188,"0,477\r\n",received
18:29:28.188,"0,435\r\n",received
18:29:28.188,"0,366\r\n",received
18:29:28.188,"0,441\r\n",received
18:29:28.188,"0,51\r\n",received
18:29:28.188,"0,225\r\n",received
18:29:28.188,"0,484\r\n",received
18:29:28.188,"0,277\r\n",received
18:29:28.188,"0,318\r\n",received
18:29:28.188,"0,455\r\n",received
18:29:28.188,"0,194\r\n",received
18:29:28.188,"0,319\r\n",received
18:29:28.188,"0,84\r\n",received
18:29:28.188,"0,73\r\n",received
18:29:28.188,"0,491\r\n",received
18:29:28.188,"0,223\r\n",received
18:29:28.188,"0,462\r\n",received
18:29:28.188,"0,149\r\n",received
18:29:28.188,"0,134\r\n",received
18:29:28.188,"0,481\r\n",received
18:29:28.188,"0,224\r\n",received
18:29:28.188,"0,49\r\n",received
18:29:28.188,"0,233\r\n",received
18:29:28.188,"0,441\r\n",received
18:29:28.188,"0,187\r\n",received
18:29:28.188,"0,474\r\n",received
18:29:28.188,"0,11\r\n",received
18:29:28.188,"0,347\r\n",received
18:29:28.188,"0,129\r\n",received
18:29:28.188,"0,146\r\n",received
18:29:28.188,"0,254\r\n",received
18:29:28.188,"0,403\r\n",received
18:29:28.188,"0,60\r\n",received
18:29:28.188,"0,161\r\n",received
18:29:28.188,"0,173\r\n",received
18:29:28.188,"0,177\r\n",received
18:29:28.188,"0,176\r\n",received
18:29:28.188,"0,126\r\n",received
18:29:28.188,"0,55\r\n",received
18:29:28.188,"0,499\r\n",received
18:29:28.188,"0,8\r\n",received
18:29:28.188,"0,226\r\n",received
18:29:28.188,"0,54\r\n",received
18:29:28.188,"0,107\r\n",received
18:29:28.188,"0,0\r\n",received
18:29:28.188,"0,445\r\n",received
18:29:28.188,"0,181\r\n",received
18:29:28.188,"0,317\r\n",received
18:29:28.188,"0,263\r\n",received
18:29:28.188,"0,390\r\n",received
18:29:28.188,"0,305\r\n",received
18:29:28.188,"0,12\r\n",received
18:29:28.188,"0,23\r\n",received
18:29:28.188,"0,211\r\n",received
18:29:28.188,"0,314\r\n",received
18:29:28.188,"0,137\r\n",received
18:29:28.188,"0,2\r\n",received
18:29:28.188,"0,464\r\n",received
18:29:28.188,"0,133\r\n",received
18:29:28.188,"0,373\r\n",received
18:29:28.188,"0,123\r\n",received
18:29:28.188,"0,248\r\n",received
18:29:28.188,"0,325\r\n",received
18:29:28.188,"0,490\r\n",received
18:29:28.188,"0,176\r\n",received
18:29:28.188,"0,7\r\n",received
18:29:28.188,"0,210\r\n",received
18:29:28.188,"0,164\r\n",received
18:29:28.188,"0,128\r\n",received
18:29:28.188,"0,12\r\n",received
18:29:28.188,"0,246\r\n",received
18:29:28.188,"0,125\r\n",received
18:29:28.188,"0,10\r\n",received
18:29:28.188,"0,187\r\n",received
18:29:28.188,"0,229\r\n",received
18:29:28.188,"0,494\r\n",received
18:29:28.188,"0,333\r\n",received
18:29:28.188,"0,477\r\n",received
18:29:28.188,"0,487\r\n",received
18:29:28.188,"0,392\r\n",received
18:29:28.188,"0,276\r\n",received
18:29:28.188,"0,41\r\n",received
18:29:28.188,"0,131\r\n",received
18:29:28.188,"0,92\r\n",received
18:29:28.188,"0,451\r\n",received
18:29:28.188,"0,465\r\n",received
18:29:28.188,"0,76\r\n",received
18:29:28.188,"0,453\r\n",received
18:29:28.188,"0,50\r\n",received
18:29:28.188,"0,214\r\n",received
18:29:28.188,"0,456\r\n",received
18:29:28.188,"0,165\r\n",received
18:29:28.188,"0,139\r\n",received
18:29:28.188,"0,300\r\n",received
18:29:28.188,"0,492\r\n",received
18:29:28.188,"0,18\r\n",received
18:29:28.188,"0,263\r\n",received
18:29:28.198,"0,216\r\n",received
18:29:28.198,"0,420\r\n",received
18:29:28.198,"0,125\r\n",received
18:29:28.198,"0,416\r\n",received
18:29:28.198,"0,121\r\n",received
18:29:28.198,"0,112\r\n",received
18:29:28.198,"0,335\r\n",received
18:29:28.198,"0,369\r\n",received
18:29:28.198,"0,116\r\n",received
18:29:28.198,"0,430\r\n",received
18:29:28.198,"0,454\r\n",received
18:29:28.198,"0,171\r\n",received
18:29:28.198,"0,7\r\n",received
18:29:28.198,"0,416\r\n",received
18:29:28.198,"0,203\r\n",received
18:29:28.198,"0,103\r\n",received
18:29:28.198,"0,96\r\n",received
18:29:28.198,"0,151\r\n",received
18:29:28.198,"0,245\r\n",received
18:29:28.198,"0,60\r\n",received
18:29:28.198,"0,338\r\n",received
18:29:28.198,"0,219\r\n",received
18:29:28.198,"0,96\r\n",received
18:29:28.198,"0,297\r\n",received
18:29:28.198,"0,47\r\n",received
18:29:28.198,"0,268\r\n",received
18:29:28.198,"0,171\r\n",received
18:29:28.198,"0,207\r\n",received
18:29:28.198,"0,114\r\n",received
18:29:28.198,"0,180\r\n",received
18:29:28.198,"0,358\r\n",received
18:29:28.198,"0,175\r\n",received
18:29:28.198,"0,192\r\n",received
18:29:28.198,"0,428\r\n",received
18:29:28.198,"0,97\r\n",received
18:29:28.198,"0,36\r\n",received
18:29:28.198,"0,412\r\n",received
18:29:28.198,"0,110\r\n",received
18:29:28.198,"0,392\r\n",received
18:29:28.198,"0,386\r\n",received
18:29:28.198,"0,54\r\n",received
18:29:28.198,"0,279\r\n",received
18:29:28.198,"0,381\r\n",received
18:29:28.198,"0,247\r\n",received
18:29:28.198,"0,457\r\n",received
18:29:28.198,"0,411\r\n",received
18:29:28.198,"0,63\r\n",received
18:29:28.198,"0,330\r\n",received
18:29:28.198,"0,116\r\n",received
18:29:28.198,"0,270\r\n",received
18:29:28.198,"0,113\r\n",received
18:29:28.198,"0,92\r\n",received
18:29:28.198,"0,143\r\n",received
18:29:28.198,"0,185\r\n",received
18:29:28.198,"0,352\r\n",received
18:29:28.198,"0,126\r\n",received
18:29:28.198,"0,282\r\n",received
18:29:28.198,"0,315\r\n",received
18:29:28.198,"0,111\r\n",received
18:29:28.198,"0,60\r\n",received
18:29:28.198,"0,68\r\n",received
18:29:28.198,"0,482\r\n",received
18:29:28.198,"0,404\r\n",received
18:29:28.198,"0,365\r\n",received
18:29:28.198,"0,341\r\n",received
18:29:28.198,"0,494\r\n",received
18:29:28.198,"0,314\r\n",received
18:29:28.198,"0,457\r\n",received
18:29:28.198,"0,238\r\n",received
18:29:28.198,"0,220\r\n",received
18:29:28.198,"0,19\r\n",received
18:29:28.198,"0,98\r\n",received
18:29:28.198,"0,24\r\n",received
18:29:28.198,"0,484\r\n",received
18:29:28.198,"0,176\r\n",received
18:29:28.198,"0,358\r\n",received
18:29:28.198,"0,114\r\n",received
18:29:28.198,"0,177\r\n",received
18:29:28.198,"0,21\r\n",received
18:29:28.198,"0,347\r\n",received
18:29:28.198,"0,199\r\n",received
18:29:28.198,"0,285\r\n",received
18:29:28.198,"0,82\r\n",received
18:29:28.198,"0,305\r\n",received
18:29:28.198,"0,114\r\n",received
18:29:28.198,"0,213\r\n",received
18:29:28.198,"0,360\r\n",received
18:29:28.198,"0,192\r\n",received
18:29:28.198,"0,226\r\n",received
18:29:28.198,"0,203\r\n",received
18:29:28.198,"0,270\r\n",received
18:29:28.198,"0,154\r\n",received
18:29:28.198,"0,256\r\n",received
18:29:28.198,"0,392\r\n",received
18:29:28.198,"0,279\r\n",received
18:29:28.198,"0,347\r\n",received
18:29:28.198,"0,187\r\n",received
18:29:28.198,"0,35\r\n",received
18:29:28.198,"0,360\r\n",received
18:29:28.198,"0,349\r\n",received
18:29:28.198,"0,146\r\n",received
18:29:28.198,"0,164\r\n",received
18:29:28.198,"0,367\r\n",received
18:29:28.198,"0,401\r\n",received
18:29:28.198,"0,95\r\n",received
18:29:28.198,"0,263\r\n",received
18:29:28.198,"0,50\r\n",received
18:29:28.198,"0,461\r\n",received
18:29:28.198,"0,166\r\n",received
18:29:28.198,"0,473\r\n",received
18:29:28.198,"0,378\r\n",received
18:29:28.198,"0,155\r\n",received
18:29:28.198,"0,117\r\n",received
18:29:28.198,"0,373\r\n",received
18:29:28.198,"0,100\r\n",received
18:29:28.198,"0,249\r\n",received
18:29:28.198,"0,184\r\n",received
18:29:28.198,"0,171\r\n",received
18:29:28.198,"0,146\r\n",received
18:29:28.214,"0,439\r\n",received
18:29:28.214,"0,475\r\n",received
18:29:28.214,"0,243\r\n",received
18:29:28.214,"0,113\r\n",received
18:29:28.214,"0,102\r\n",received
18:29:28.214,"0,169\r\n",received
18:29:28.214,"0,477\r\n",received
18:29:28.214,"0,157\r\n",received
18:29:28.214,"0,269\r\n",received
18:29:28.214,"0,296\r\n",received
18:29:28.214,"0,494\r\n",received
18:29:28.214,"0,379\r\n",received
18:29:28.214,"0,74\r\n",received
18:29:28.214,"0,450\r\n",received
18:29:28.214,"0,364\r\n",received
18:29:28.214,"0,31\r\n",received
18:29:28.214,"0,11\r\n",received
18:29:28.214,"0,453\r\n",received
18:29:28.214,"0,218\r\n",received
18:29:28.214,"0,265\r\n",received
18:29:28.214,"0,259\r\n",received
18:29:28.214,"0,266\r\n",received
18:29:28.214,"0,404\r\n",received
18:29:28.214,"0,119\r\n",received
18:29:28.214,"0,23\r\n",received
18:29:28.214,"0,162\r\n",received
18:29:28.214,"0,390\r\n",received
18:29:28.214,"0,499\r\n",received
18:29:28.214,"0,107\r\n",received
18:29:28.214,"0,60\r\n",received
18:29:28.214,"0,422\r\n",received
18:29:28.214,"0,31\r\n",received
18:29:28.214,"0,288\r\n",received
18:29:28.214,"0,358\r\n",received
18:29:28.214,"0,415\r\n",received
18:29:28.214,"0,443\r\n",received
18:29:28.214,"0,60\r\n",received
18:29:28.214,"0,463\r\n",received
18:29:28.214,"0,37\r\n",received
18:29:28.214,"0,272\r\n",received
18:29:28.214,"0,314\r\n",received
18:29:28.214,"0,166\r\n",received
18:29:28.214,"0,279\r\n",received
18:29:28.214,"0,472\r\n",received
18:29:28.214,"0,179\r\n",received
18:29:28.214,"0,130\r\n",received
18:29:28.214,"0,39\r\n",received
18:29:28.214,"0,158\r\n",received
18:29:28.214,"0,440\r\n",received
18:29:28.214,"0,340\r\n",received
18:29:28.214,"0,271\r\n",received
18:29:28.214,"0,368\r\n",received
18:29:28.214,"0,258\r\n",received
18:29:28.214,"0,133\r\n",received
18:29:28.214,"0,436\r\n",received
18:29:28.214,"0,215\r\n",received
18:29:28.214,"0,198\r\n",received
18:29:28.214,"0,165\r\n",received
18:29:28.214,"0,345\r\n",received
18:29:28.214,"0,158\r\n",received
18:29:28.214,"0,389\r\n",received
18:29:28.214,"0,281\r\n",received
18:29:28.214,"0,197\r\n",received
18:29:28.214,"0,387\r\n",received
18:29:28.214,"0,75\r\n",received
18:29:28.214,"0,238\r\n",received
18:29:28.214,"0,161\r\n",received
18:29:28.214,"0,39\r\n",received
18:29:28.214,"0,427\r\n",received
18:29:28.214,"0,458\r\n",received
18:29:28.214,"0,66\r\n",received
18:29:28.214,"0,37\r\n",received
18:29:28.214,"0,486\r\n",received
18:29:28.214,"0,67\r\n",received
18:29:28.214,"0,181\r\n",received
18:29:28.214,"0,226\r\n",received
18:29:28.214,"0,397\r\n",received
18:29:28.214,"0,492\r\n",received
18:29:28.214,"0,366\r\n",received
18:29:28.214,"0,383\r\n",received
18:29:28.214,"0,295\r\n",received
18:29:28.214,"0,109\r\n",received
18:29:28.214,"0,223\r\n",received
18:29:28.214,"0,20\r\n",received
18:29:28.214,"0,194\r\n",received
18:29:28.214,"0,395\r\n",received
18:29:28.214,"0,210\r\n",received
18:29:28.214,"0,144\r\n",received
18:29:28.214,"0,498\r\n",received
18:29:28.214,"0,409\r\n",received
18:29:28.214,"0,151\r\n",received
18:29:28.214,"0,398\r\n",received
18:29:28.214,"0,255\r\n",received
18:29:28.214,"0,242\r\n",received
18:29:28.214,"0,308\r\n",received
18:29:28.214,"0,397\r\n",received
18:29:28.214,"0,44\r\n",received
18:29:28.214,"0,131\r\n",received
18:29:28.214,"0,291\r\n",received
18:29:28.214,"0,221\r\n",received
18:29:28.214,"0,336\r\n",received
18:29:28.214,"0,370\r\n",received
18:29:28.214,"0,109\r\n",received
18:29:28.214,"0,383\r\n",received
18:29:28.214,"0,278\r\n",received
18:29:28.214,"0,168\r\n",received
18:29:28.214,"0,198\r\n",received
18:29:28.214,"0,358\r\n",received
18:29:28.214,"0,390\r\n",received
18:29:28.214,"0,340\r\n",received
18:29:28.214,"0,475\r\n",received
18:29:28.214,"0,146\r\n",received
18:29:28.214,"0,332\r\n",received
18:29:28.214,"0,353\r\n",received
18:29:28.214,"0,469\r\n",received
18:29:28.214,"0,17\r\n",received
18:29:28.214,"0,18\r\n",received
18:29:28.214,"0,218\r\n",received
18:29:28.214,"0,48\r\n",received
18:29:28.214,"0,482\r\n",received
18:29:28.214,"0,182\r\n",received
18:29:28.214,"0,318\r\n",received
18:29:28.214,"0,142\r\n",received
18:29:28.214,"0,489\r\n",received
18:29:28.214,"0,414\r\n",received
18:29:28.230,"0,112\r\n",received
18:29:28.230,"0,19\r\n",received
18:29:28.230,"0,456\r\n",received
18:29:28.230,"0,460\r\n",received
18:29:28.230,"0,45\r\n",received
18:29:28.230,"0,245\r\n",received
18:29:28.230,"0,302\r\n",received
18:29:28.230,"0,225\r\n",received
18:29:28.230,"0,141\r\n",received
18:29:28.230,"0,495\r\n",received
18:29:28.230,"0,250\r\n",received
18:29:28.230,"0,429\r\n",received
18:29:28.230,"0,375\r\n",received
18:29:28.230,"0,460\r\n",received
18:29:28.230,"0,62\r\n",received
18:29:28.230,"0,149\r\n",received
18:29:28.230,"0,250\r\n",received
18:29:28.230,"0,100\r\n",received
18:29:28.230,"0,345\r\n",received
18:29:28.230,"0,468\r\n",received
18:29:28.230,"0,46\r\n",received
18:29:28.230,"0,78\r\n",received
18:29:28.230,"0,79\r\n",received
18:29:28.230,"0,406\r\n",received
18:29:28.230,"0,263\r\n",received
18:29:28.230,"0,4\r\n",received
18:29:28.230,"0,261\r\n",received
18:29:28.230,"0,312\r\n",received
18:29:28.230,"0,494\r\n",received
18:29:28.230,"0,476\r\n",received
18:29:28.230,"0,213\r\n",received
18:29:28.230,"0,18\r\n",received
18:29:28.230,"0,223\r\n",received
18:29:28.230,"0,265\r\n",received
18:29:28.230,"0,355\r\n",received
18:29:28.230,"0,310\r\n",received
18:29:28.230,"0,265\r\n",received
18:29:28.230,"0,369\r\n",received
18:29:28.230,"0,45\r\n",received
18:29:28.230,"0,345\r\n",received
18:29:28.230,"0,267\r\n",received
18:29:28.230,"0,198\r\n",received
18:29:28.230,"0,413\r\n",received
18:29:28.230,"0,476\r\n",received
18:29:28.230,"0,382\r\n",received
18:29:28.230,"0,14\r\n",received
18:29:28.230,"0,407\r\n",received
18:29:28.230,"0,499\r\n",received
18:29:28.230,"0,253\r\n",received
18:29:28.230,"0,95\r\n",received
18:29:28.230,"0,465\r\n",received
18:29:28.230,"0,102\r\n",received
18:29:28.230,"0,68\r\n",received
18:29:28.230,"0,32\r\n",received
18:29:28.230,"0,47\r\n",received
18:29:28.230,"0,225\r\n",received
18:29:28.230,"0,396\r\n",received
18:29:28.230,"0,69\r\n",received
18:29:28.230,"0,472\r\n",received
18:29:28.230,"0,337\r\n",received
18:29:28.230,"0,50\r\n",received
18:29:28.230,"0,275\r\n",received
18:29:28.230,"0,355\r\n",received
18:29:28.230,"0,124\r\n",received
18:29:28.230,"0,490\r\n",received
18:29:28.230,"0,99\r\n",received
18:29:28.230,"0,85\r\n",received
18:29:28.230,"0,436\r\n",received
18:29:28.230,"0,182\r\n",received
18:29:28.230,"0,278\r\n",received
18:29:28.230,"0,348\r\n",received
18:29:28.230,"0,240\r\n",received
18:29:28.230,"0,297\r\n",received
18:29:28.230,"0,306\r\n",received
18:29:28.230,"0,368\r\n",received
18:29:28.230,"0,343\r\n",received
18:29:28.230,"0,427\r\n",received
18:29:28.230,"0,372\r\n",received
18:29:28.230,"0,54\r\n",received
18:29:28.230,"0,395\r\n",received
18:29:28.230,"0,206\r\n",received
18:29:28.230,"0,305\r\n",received
18:29:28.230,"0,159\r\n",received
18:29:28.230,"0,74\r\n",received
18:29:28.230,"0,182\r\n",received
18:29:28.230,"0,490\r\n",received
18:29:28.230,"0,361\r\n",received
18:29:28.230,"0,24\r\n",received
18:29:28.230,"0,340\r\n",received
18:29:28.230,"0,288\r\n",received
18:29:28.230,"0,480\r\n",received
18:29:28.230,"0,420\r\n",received
18:29:28.230,"0,118\r\n",received
18:29:28.230,"0,216\r\n",received
18:29:28.230,"0,129\r\n",received
18:29:28.230,"0,357\r\n",received
18:29:28.230,"0,303\r\n",received
18:29:28.230,"0,422\r\n",received
18:29:28.230,"0,495\r\n",received
18:29:28.230,"0,247\r\n",received
18:29:28.230,"0,165\r\n",received
18:29:28.230,"0,223\r\n",received
18:29:28.230,"0,381\r\n",received
18:29:28.230,"0,113\r\n",received
18:29:28.230,"0,231\r\n",received
18:29:28.230,"0,88\r\n",received
18:29:28.230,"0,311\r\n",received
18:29:28.230,"0,31\r\n",received
18:29:28.230,"0,328\r\n",received
18:29:28.230,"0,498\r\n",received
18:29:28.230,"0,150\r\n",received
18:29:28.230,"0,71\r\n",received
18:29:28.230,"0,220\r\n",received
18:29:28.230,"0,181\r\n",received
18:29:28.230,"0,396\r\n",received
18:29:28.230,"0,341\r\n",received
18:29:28.230,"0,220\r\n",received
18:29:28.230,"0,165\r\n",received
